Distribution Center,Product Offering,Generation,SKU,ASP Group,Week,Forecasted Demand,Customer Orders
DELTA,K,2,SKU-K-2,11,98,9236,8822
DELTA,K,3,SKU-K-3,12,98,60510,21338
DELTA,K,4,SKU-K-4,12,98,19108,6417
DELTA,L,2,SKU-L-2,12,98,35032,17548
DELTA,L,3,SKU-L-3,13,98,22930,5892
DELTA,L,4,SKU-L-4,13,98,12134,2070
DELTA,M,2,SKU-M-2,13,98,796,685
DELTA,N,2,SKU-N-2,14,98,1178,175
DELTA,N,3,SKU-N-3,16,98,13726,3455
DELTA,N,4,SKU-N-4,16,98,4618,1768
DELTA,O,2,SKU-O-2,14,98,11146,6131
DELTA,O,3,SKU-O-3,14,98,25478,4952
DELTA,O,4,SKU-O-4,14,98,15924,4936
DELTA,Q,2,SKU-Q-2,14,98,1115,796
DELTA,Q,3,SKU-Q-3,14,98,30255,8965
DELTA,Q,4,SKU-Q-4,14,98,35032,4459
DELTA,R,4,SKU-R-4,15,98,2229,318
DELTA,S,2,SKU-S-2,15,98,1592,955
DELTA,S,3,SKU-S-3,16,98,9554,3535
DELTA,S,4,SKU-S-4,16,98,19108,4299
DELTA,T,3,SKU-T-3,17,98,10510,1274
DELTA,U,3,SKU-U-3,17,98,14331,2070
DELTA,U,4,SKU-U-4,18,98,17516,1433
DELTA,V,4,SKU-V-4,18,98,9873,1083
DELTA,W,4,SKU-W-4,21,98,5732,2150
EPSILON,A,2,SKU-A-2,1,98,11433,1274
EPSILON,A,3,SKU-A-3,1,98,23153,1752
EPSILON,A,4,SKU-A-4,1,98,127882,7006
EPSILON,B,2,SKU-B-2,1,98,40159,14013
EPSILON,B,3,SKU-B-3,1,98,170064,13694
EPSILON,B,4,SKU-B-4,2,98,102898,4936
EPSILON,C,2,SKU-C-2,4,98,66688,3662
EPSILON,C,3,SKU-C-3,4,98,151481,13057
EPSILON,C,4,SKU-C-4,4,98,302468,35828
EPSILON,D,4,SKU-D-4,5,98,30191,5414
EPSILON,E,3,SKU-E-3,7,98,9697,7166
EPSILON,E,4,SKU-E-4,7,98,3774,955
EPSILON,F,2,SKU-F-2,7,98,11306,3503
EPSILON,F,3,SKU-F-3,7,98,155096,20064
EPSILON,F,4,SKU-F-4,8,98,165541,66242
EPSILON,G,3,SKU-G-3,11,98,11783,2070
EPSILON,G,4,SKU-G-4,10,98,28471,3503
EPSILON,H,2,SKU-H-2,9,98,17771,2229
EPSILON,H,3,SKU-H-3,10,98,108519,7962
EPSILON,H,4,SKU-H-4,10,98,131274,17516
EPSILON,I,2,SKU-I-2,10,98,25605,2389
EPSILON,I,3,SKU-I-3,14,98,26895,4618
EPSILON,I,4,SKU-I-4,14,98,34140,8599
EPSILON,J,4,SKU-J-4,12,98,5096,1115
EPSILON,K,2,SKU-K-2,11,98,10701,1274
EPSILON,K,3,SKU-K-3,12,98,202166,13694
EPSILON,K,4,SKU-K-4,12,98,163137,15924
EPSILON,L,2,SKU-L-2,12,98,68360,11624
EPSILON,L,3,SKU-L-3,13,98,47580,7643
EPSILON,L,4,SKU-L-4,13,98,34490,9873
EPSILON,M,2,SKU-M-2,13,98,2803,2548
EPSILON,N,2,SKU-N-2,14,98,3217,2070
EPSILON,N,3,SKU-N-3,16,98,38599,10350
EPSILON,N,4,SKU-N-4,16,98,43710,6847
EPSILON,O,2,SKU-O-2,14,98,56990,20382
EPSILON,O,3,SKU-O-3,14,98,19904,7484
EPSILON,O,4,SKU-O-4,14,98,57771,4936
EPSILON,Q,2,SKU-Q-2,14,98,7834,955
EPSILON,Q,3,SKU-Q-3,14,98,178662,27389
EPSILON,Q,4,SKU-Q-4,14,98,104363,13376
EPSILON,R,4,SKU-R-4,15,98,32054,31051
EPSILON,S,2,SKU-S-2,15,98,13232,3822
EPSILON,S,3,SKU-S-3,16,98,114252,19586
EPSILON,S,4,SKU-S-4,16,98,101401,4299
EPSILON,T,3,SKU-T-3,17,98,23790,3503
EPSILON,T,4,SKU-T-4,17,98,20175,2548
EPSILON,U,3,SKU-U-3,17,98,120541,36146
EPSILON,U,4,SKU-U-4,18,98,58615,20223
EPSILON,V,4,SKU-V-4,18,98,29761,4459
EPSILON,W,4,SKU-W-4,21,98,32771,6688
ALPHA,A,3,SKU-A-3,1,99,3822,637
ALPHA,A,4,SKU-A-4,1,99,4968,159
ALPHA,B,3,SKU-B-3,1,99,7643,3822
ALPHA,B,4,SKU-B-4,2,99,7452,955
ALPHA,C,3,SKU-C-3,4,99,10191,4777
ALPHA,C,4,SKU-C-4,4,99,6369,2229
ALPHA,F,3,SKU-F-3,7,99,6369,8121
ALPHA,F,4,SKU-F-4,8,99,6624,955
ALPHA,H,4,SKU-H-4,10,99,2707,796
ALPHA,K,4,SKU-K-4,12,99,2548,1115
ALPHA,N,4,SKU-N-4,16,99,255,159
ALPHA,S,3,SKU-S-3,16,99,1911,3185
ALPHA,T,4,SKU-T-4,17,99,159,159
BETA,A,3,SKU-A-3,1,99,96,159
BETA,A,4,SKU-A-4,1,99,1178,478
BETA,B,3,SKU-B-3,1,99,255,796
BETA,B,4,SKU-B-4,2,99,175,159
BETA,C,4,SKU-C-4,4,99,4713,2548
BETA,D,4,SKU-D-4,5,99,207,318
BETA,F,3,SKU-F-3,7,99,446,637
BETA,F,4,SKU-F-4,8,99,398,478
BETA,G,3,SKU-G-3,11,99,239,159
BETA,G,4,SKU-G-4,10,99,1338,1592
BETA,H,4,SKU-H-4,10,99,159,318
BETA,I,3,SKU-I-3,14,99,271,318
BETA,I,4,SKU-I-4,14,99,318,318
BETA,K,3,SKU-K-3,12,99,0,318
BETA,N,3,SKU-N-3,16,99,143,637
BETA,N,4,SKU-N-4,16,99,239,318
BETA,Q,3,SKU-Q-3,14,99,318,159
BETA,Q,4,SKU-Q-4,14,99,0,1115
BETA,S,3,SKU-S-3,16,99,271,159
BETA,S,4,SKU-S-4,16,99,685,159
GAMMA,A,2,SKU-A-2,1,99,16,159
GAMMA,A,3,SKU-A-3,1,99,28885,318
GAMMA,A,4,SKU-A-4,1,99,3439,5096
GAMMA,B,2,SKU-B-2,1,99,64,2707
GAMMA,B,3,SKU-B-3,1,99,34252,3662
GAMMA,B,4,SKU-B-4,2,99,3392,5732
GAMMA,C,2,SKU-C-2,4,99,9936,7166
GAMMA,C,3,SKU-C-3,4,99,48854,9236
GAMMA,C,4,SKU-C-4,4,99,11879,6688
GAMMA,D,4,SKU-D-4,5,99,1975,2070
GAMMA,E,2,SKU-E-2,7,99,0,159
GAMMA,E,3,SKU-E-3,7,99,1783,318
GAMMA,F,2,SKU-F-2,7,99,16,478
GAMMA,F,3,SKU-F-3,7,99,57484,8280
GAMMA,F,4,SKU-F-4,8,99,5478,796
GAMMA,G,3,SKU-G-3,11,99,3328,1115
GAMMA,G,4,SKU-G-4,10,99,1672,159
GAMMA,H,2,SKU-H-2,9,99,6656,1433
GAMMA,H,3,SKU-H-3,10,99,13153,3185
GAMMA,H,4,SKU-H-4,10,99,12643,1752
GAMMA,I,2,SKU-I-2,10,99,143,796
GAMMA,I,3,SKU-I-3,14,99,3503,955
GAMMA,I,4,SKU-I-4,14,99,3312,1592
GAMMA,J,3,SKU-J-3,12,99,318,2707
GAMMA,K,2,SKU-K-2,11,99,159,318
GAMMA,K,3,SKU-K-3,12,99,19108,3503
GAMMA,K,4,SKU-K-4,12,99,6975,1592
GAMMA,L,2,SKU-L-2,12,99,366,478
GAMMA,L,3,SKU-L-3,13,99,4777,2866
GAMMA,L,4,SKU-L-4,13,99,796,159
GAMMA,N,2,SKU-N-2,14,99,0,318
GAMMA,N,3,SKU-N-3,16,99,2389,478
GAMMA,N,4,SKU-N-4,16,99,1146,1752
GAMMA,O,2,SKU-O-2,14,99,1146,1115
GAMMA,O,4,SKU-O-4,14,99,2389,2866
GAMMA,Q,2,SKU-Q-2,14,99,32,478
GAMMA,Q,3,SKU-Q-3,14,99,1592,5732
GAMMA,Q,4,SKU-Q-4,14,99,1274,4299
GAMMA,R,4,SKU-R-4,15,99,0,318
GAMMA,S,2,SKU-S-2,15,99,32,159
GAMMA,S,3,SKU-S-3,16,99,3869,955
GAMMA,S,4,SKU-S-4,16,99,1592,2866
GAMMA,T,3,SKU-T-3,17,99,876,478
GAMMA,T,4,SKU-T-4,17,99,175,159
GAMMA,U,3,SKU-U-3,17,99,239,1115
GAMMA,U,4,SKU-U-4,18,99,1927,1433
GAMMA,V,4,SKU-V-4,18,99,1975,478
GAMMA,W,4,SKU-W-4,21,99,796,318
DELTA,A,2,SKU-A-2,1,99,1433,573
DELTA,A,3,SKU-A-3,1,99,5096,2611
DELTA,A,4,SKU-A-4,1,99,25478,7691
DELTA,B,2,SKU-B-2,1,99,5637,3264
DELTA,B,3,SKU-B-3,1,99,28662,9936
DELTA,B,4,SKU-B-4,2,99,28662,11704
DELTA,C,2,SKU-C-2,4,99,28662,15971
DELTA,C,3,SKU-C-3,4,99,42994,11083
DELTA,C,4,SKU-C-4,4,99,44586,45525
DELTA,D,4,SKU-D-4,5,99,6369,3583
DELTA,E,2,SKU-E-2,7,99,1194,159
DELTA,E,3,SKU-E-3,7,99,12420,3662
DELTA,E,4,SKU-E-4,7,99,22962,955
DELTA,F,2,SKU-F-2,7,99,4140,5430
DELTA,F,3,SKU-F-3,7,99,38217,21513
DELTA,F,4,SKU-F-4,8,99,41401,28885
DELTA,G,3,SKU-G-3,11,99,9236,3439
DELTA,G,4,SKU-G-4,10,99,10828,5016
DELTA,H,2,SKU-H-2,9,99,19108,9427
DELTA,H,3,SKU-H-3,10,99,22293,5143
DELTA,H,4,SKU-H-4,10,99,24841,12994
DELTA,I,2,SKU-I-2,10,99,637,414
DELTA,I,3,SKU-I-3,14,99,6369,1529
DELTA,I,4,SKU-I-4,14,99,8599,2866
DELTA,J,3,SKU-J-3,12,99,10510,1433
DELTA,J,4,SKU-J-4,12,99,3822,876
DELTA,K,2,SKU-K-2,11,99,7643,8137
DELTA,K,3,SKU-K-3,12,99,60510,12994
DELTA,K,4,SKU-K-4,12,99,38217,18471
DELTA,L,2,SKU-L-2,12,99,38217,21338
DELTA,L,3,SKU-L-3,13,99,20701,5287
DELTA,L,4,SKU-L-4,13,99,24331,11369
DELTA,M,2,SKU-M-2,13,99,637,510
DELTA,N,2,SKU-N-2,14,99,955,557
DELTA,N,3,SKU-N-3,16,99,13758,2389
DELTA,N,4,SKU-N-4,16,99,9236,8439
DELTA,O,2,SKU-O-2,14,99,11146,5303
DELTA,O,3,SKU-O-3,14,99,72452,4857
DELTA,O,4,SKU-O-4,14,99,31847,6003
DELTA,Q,2,SKU-Q-2,14,99,796,318
DELTA,Q,3,SKU-Q-3,14,99,30255,11290
DELTA,Q,4,SKU-Q-4,14,99,31847,15255
DELTA,R,4,SKU-R-4,15,99,2389,637
DELTA,S,2,SKU-S-2,15,99,1592,955
DELTA,S,3,SKU-S-3,16,99,17516,7755
DELTA,S,4,SKU-S-4,16,99,9554,4697
DELTA,T,3,SKU-T-3,17,99,10510,3392
DELTA,T,4,SKU-T-4,17,99,9554,1369
DELTA,U,3,SKU-U-3,17,99,12739,2755
DELTA,U,4,SKU-U-4,18,99,17516,7038
DELTA,V,4,SKU-V-4,18,99,11465,3774
DELTA,W,4,SKU-W-4,21,99,2866,1242
EPSILON,A,2,SKU-A-2,1,99,3917,318
EPSILON,A,3,SKU-A-3,1,99,14204,1911
EPSILON,A,4,SKU-A-4,1,99,135143,6210
EPSILON,B,2,SKU-B-2,1,99,36306,3344
EPSILON,B,3,SKU-B-3,1,99,164889,15924
EPSILON,B,4,SKU-B-4,2,99,225732,9395
EPSILON,C,2,SKU-C-2,4,99,92420,14650
EPSILON,C,3,SKU-C-3,4,99,182102,20541
EPSILON,C,4,SKU-C-4,4,99,245796,25955
EPSILON,D,4,SKU-D-4,5,99,16051,3981
EPSILON,E,3,SKU-E-3,7,99,22102,3344
EPSILON,E,4,SKU-E-4,7,99,4029,1592
EPSILON,F,2,SKU-F-2,7,99,17675,2229
EPSILON,F,3,SKU-F-3,7,99,166433,10828
EPSILON,F,4,SKU-F-4,8,99,304618,22611
EPSILON,G,3,SKU-G-3,11,99,48869,6847
EPSILON,G,4,SKU-G-4,10,99,23217,3344
EPSILON,H,2,SKU-H-2,9,99,36465,6529
EPSILON,H,3,SKU-H-3,10,99,85796,11306
EPSILON,H,4,SKU-H-4,10,99,138662,23726
EPSILON,I,2,SKU-I-2,10,99,22691,3503
EPSILON,I,3,SKU-I-3,14,99,26799,2866
EPSILON,I,4,SKU-I-4,14,99,27420,5255
EPSILON,J,4,SKU-J-4,12,99,2930,796
EPSILON,K,2,SKU-K-2,11,99,10653,3981
EPSILON,K,3,SKU-K-3,12,99,150860,10191
EPSILON,K,4,SKU-K-4,12,99,185032,15287
EPSILON,L,2,SKU-L-2,12,99,39697,7803
EPSILON,L,3,SKU-L-3,13,99,31242,2229
EPSILON,L,4,SKU-L-4,13,99,43535,10510
EPSILON,M,2,SKU-M-2,13,99,5573,3662
EPSILON,N,2,SKU-N-2,14,99,1815,478
EPSILON,N,3,SKU-N-3,16,99,53646,9236
EPSILON,N,4,SKU-N-4,16,99,64395,8758
EPSILON,O,2,SKU-O-2,14,99,58997,14490
EPSILON,O,3,SKU-O-3,14,99,34045,5573
EPSILON,O,4,SKU-O-4,14,99,97166,10032
EPSILON,Q,2,SKU-Q-2,14,99,8153,3822
EPSILON,Q,3,SKU-Q-3,14,99,82611,7166
EPSILON,Q,4,SKU-Q-4,14,99,60207,6369
EPSILON,R,4,SKU-R-4,15,99,23471,5732
EPSILON,S,2,SKU-S-2,15,99,9682,2548
EPSILON,S,3,SKU-S-3,16,99,116497,11146
EPSILON,S,4,SKU-S-4,16,99,122484,10032
EPSILON,T,3,SKU-T-3,17,99,48790,4459
EPSILON,T,4,SKU-T-4,17,99,34618,1433
EPSILON,U,3,SKU-U-3,17,99,111354,8599
EPSILON,U,4,SKU-U-4,18,99,37293,13535
EPSILON,V,4,SKU-V-4,18,99,10271,796
EPSILON,W,4,SKU-W-4,21,99,114204,14331
ALPHA,A,2,SKU-A-2,1,100,1513,159
ALPHA,A,4,SKU-A-4,1,100,14029,637
ALPHA,B,3,SKU-B-3,1,100,7994,478
ALPHA,B,4,SKU-B-4,2,100,22627,318
ALPHA,C,2,SKU-C-2,4,100,1274,637
ALPHA,C,3,SKU-C-3,4,100,10414,2389
ALPHA,C,4,SKU-C-4,4,100,20207,478
ALPHA,D,4,SKU-D-4,5,100,1529,637
ALPHA,F,3,SKU-F-3,7,100,7803,318
ALPHA,F,4,SKU-F-4,8,100,13264,955
ALPHA,H,4,SKU-H-4,10,100,3758,478
ALPHA,I,2,SKU-I-2,10,100,127,159
ALPHA,K,2,SKU-K-2,11,100,191,159
ALPHA,L,4,SKU-L-4,13,100,0,955
ALPHA,N,3,SKU-N-3,16,100,637,478
ALPHA,S,3,SKU-S-3,16,100,2229,1592
ALPHA,S,4,SKU-S-4,16,100,0,637
ALPHA,U,4,SKU-U-4,18,100,701,159
BETA,A,3,SKU-A-3,1,100,143,159
BETA,A,4,SKU-A-4,1,100,3217,1115
BETA,B,3,SKU-B-3,1,100,462,637
BETA,B,4,SKU-B-4,2,100,1131,318
BETA,C,3,SKU-C-3,4,100,207,796
BETA,C,4,SKU-C-4,4,100,4936,2070
BETA,F,3,SKU-F-3,7,100,318,159
BETA,F,4,SKU-F-4,8,100,1003,637
BETA,G,3,SKU-G-3,11,100,303,318
BETA,G,4,SKU-G-4,10,100,1338,796
BETA,H,3,SKU-H-3,10,100,303,159
BETA,H,4,SKU-H-4,10,100,462,159
BETA,I,3,SKU-I-3,14,100,175,159
BETA,I,4,SKU-I-4,14,100,366,478
BETA,K,3,SKU-K-3,12,100,1624,1115
BETA,K,4,SKU-K-4,12,100,494,159
BETA,L,3,SKU-L-3,13,100,398,478
BETA,N,3,SKU-N-3,16,100,255,637
BETA,N,4,SKU-N-4,16,100,223,318
BETA,Q,4,SKU-Q-4,14,100,0,478
BETA,S,3,SKU-S-3,16,100,318,159
BETA,T,3,SKU-T-3,17,100,80,159
BETA,U,4,SKU-U-4,18,100,0,159
GAMMA,A,2,SKU-A-2,1,100,64,318
GAMMA,A,3,SKU-A-3,1,100,58185,13057
GAMMA,A,4,SKU-A-4,1,100,15446,6847
GAMMA,B,2,SKU-B-2,1,100,1146,1433
GAMMA,B,3,SKU-B-3,1,100,73153,29299
GAMMA,B,4,SKU-B-4,2,100,9172,796
GAMMA,C,2,SKU-C-2,4,100,5318,1433
GAMMA,C,3,SKU-C-3,4,100,53981,24204
GAMMA,C,4,SKU-C-4,4,100,22134,10510
GAMMA,D,4,SKU-D-4,5,100,4618,1752
GAMMA,F,2,SKU-F-2,7,100,303,159
GAMMA,F,3,SKU-F-3,7,100,63280,31688
GAMMA,F,4,SKU-F-4,8,100,21465,14650
GAMMA,G,3,SKU-G-3,11,100,7452,2548
GAMMA,G,4,SKU-G-4,10,100,4363,3344
GAMMA,H,2,SKU-H-2,9,100,4490,5255
GAMMA,H,3,SKU-H-3,10,100,28885,7166
GAMMA,H,4,SKU-H-4,10,100,7898,6210
GAMMA,I,4,SKU-I-4,14,100,4936,1592
GAMMA,J,3,SKU-J-3,12,100,318,1115
GAMMA,J,4,SKU-J-4,12,100,191,1752
GAMMA,K,2,SKU-K-2,11,100,414,318
GAMMA,K,3,SKU-K-3,12,100,38217,32643
GAMMA,K,4,SKU-K-4,12,100,21146,11943
GAMMA,L,2,SKU-L-2,12,100,2882,15924
GAMMA,L,3,SKU-L-3,13,100,9554,1274
GAMMA,L,4,SKU-L-4,13,100,796,2389
GAMMA,N,3,SKU-N-3,16,100,6115,3185
GAMMA,N,4,SKU-N-4,16,100,7325,4777
GAMMA,O,2,SKU-O-2,14,100,4013,637
GAMMA,O,4,SKU-O-4,14,100,2389,1433
GAMMA,Q,3,SKU-Q-3,14,100,1592,3025
GAMMA,Q,4,SKU-Q-4,14,100,1274,2866
GAMMA,R,4,SKU-R-4,15,100,430,796
GAMMA,S,2,SKU-S-2,15,100,796,637
GAMMA,S,3,SKU-S-3,16,100,13280,2548
GAMMA,S,4,SKU-S-4,16,100,1592,3344
GAMMA,T,3,SKU-T-3,17,100,2962,637
GAMMA,U,3,SKU-U-3,17,100,1385,1592
GAMMA,U,4,SKU-U-4,18,100,6369,2229
GAMMA,V,4,SKU-V-4,18,100,2962,796
GAMMA,W,4,SKU-W-4,21,100,1592,1115
DELTA,A,2,SKU-A-2,1,100,1433,1401
DELTA,A,3,SKU-A-3,1,100,3981,908
DELTA,A,4,SKU-A-4,1,100,25478,10589
DELTA,B,2,SKU-B-2,1,100,11146,3838
DELTA,B,3,SKU-B-3,1,100,15127,5494
DELTA,B,4,SKU-B-4,2,100,41401,22564
DELTA,C,2,SKU-C-2,4,100,12739,9252
DELTA,C,3,SKU-C-3,4,100,21497,4363
DELTA,C,4,SKU-C-4,4,100,70064,75462
DELTA,D,4,SKU-D-4,5,100,6369,3790
DELTA,E,2,SKU-E-2,7,100,1194,525
DELTA,E,3,SKU-E-3,7,100,5892,605
DELTA,E,4,SKU-E-4,7,100,4140,1401
DELTA,F,2,SKU-F-2,7,100,4140,2532
DELTA,F,3,SKU-F-3,7,100,41401,7373
DELTA,F,4,SKU-F-4,8,100,54140,34475
DELTA,G,3,SKU-G-3,11,100,4299,4618
DELTA,G,4,SKU-G-4,10,100,10828,3583
DELTA,H,2,SKU-H-2,9,100,9554,15446
DELTA,H,3,SKU-H-3,10,100,23885,2866
DELTA,H,4,SKU-H-4,10,100,24045,12994
DELTA,I,2,SKU-I-2,10,100,955,796
DELTA,I,3,SKU-I-3,14,100,6369,2564
DELTA,I,4,SKU-I-4,14,100,8599,5016
DELTA,J,4,SKU-J-4,12,100,3822,955
DELTA,K,2,SKU-K-2,11,100,7643,1385
DELTA,K,3,SKU-K-3,12,100,38217,15987
DELTA,K,4,SKU-K-4,12,100,66879,35701
DELTA,L,2,SKU-L-2,12,100,4777,3662
DELTA,L,3,SKU-L-3,13,100,20701,2038
DELTA,L,4,SKU-L-4,13,100,16338,8917
DELTA,N,2,SKU-N-2,14,100,1911,494
DELTA,N,3,SKU-N-3,16,100,4777,64
DELTA,N,4,SKU-N-4,16,100,11465,6608
DELTA,O,2,SKU-O-2,14,100,15924,4459
DELTA,O,3,SKU-O-3,14,100,62803,4777
DELTA,O,4,SKU-O-4,14,100,33439,5701
DELTA,Q,2,SKU-Q-2,14,100,796,1752
DELTA,Q,3,SKU-Q-3,14,100,13535,1115
DELTA,Q,4,SKU-Q-4,14,100,31847,15398
DELTA,S,2,SKU-S-2,15,100,1274,2818
DELTA,S,3,SKU-S-3,16,100,5717,2118
DELTA,S,4,SKU-S-4,16,100,17643,11003
DELTA,T,3,SKU-T-3,17,100,4618,2150
DELTA,T,4,SKU-T-4,17,100,11146,1704
DELTA,U,3,SKU-U-3,17,100,11146,2468
DELTA,U,4,SKU-U-4,18,100,12739,3280
DELTA,V,4,SKU-V-4,18,100,6688,3599
DELTA,W,4,SKU-W-4,21,100,5414,2994
EPSILON,A,3,SKU-A-3,1,100,0,2548
EPSILON,A,4,SKU-A-4,1,100,0,7643
EPSILON,B,2,SKU-B-2,1,100,0,12102
EPSILON,B,3,SKU-B-3,1,100,0,17197
EPSILON,B,4,SKU-B-4,2,100,0,13217
EPSILON,C,2,SKU-C-2,4,100,0,10191
EPSILON,C,3,SKU-C-3,4,100,0,25955
EPSILON,C,4,SKU-C-4,4,100,0,64331
EPSILON,D,4,SKU-D-4,5,100,0,12739
EPSILON,E,2,SKU-E-2,7,100,0,1592
EPSILON,E,3,SKU-E-3,7,100,0,20064
EPSILON,E,4,SKU-E-4,7,100,0,637
EPSILON,F,2,SKU-F-2,7,100,0,1115
EPSILON,F,3,SKU-F-3,7,100,0,75318
EPSILON,F,4,SKU-F-4,8,100,0,98248
EPSILON,G,3,SKU-G-3,11,100,0,5892
EPSILON,G,4,SKU-G-4,10,100,0,7803
EPSILON,H,2,SKU-H-2,9,100,0,18153
EPSILON,H,3,SKU-H-3,10,100,0,16401
EPSILON,H,4,SKU-H-4,10,100,0,26433
EPSILON,I,2,SKU-I-2,10,100,0,10510
EPSILON,I,3,SKU-I-3,14,100,0,4299
EPSILON,I,4,SKU-I-4,14,100,0,7325
EPSILON,J,3,SKU-J-3,12,100,0,4936
EPSILON,J,4,SKU-J-4,12,100,0,1274
EPSILON,K,2,SKU-K-2,11,100,0,3185
EPSILON,K,3,SKU-K-3,12,100,0,31369
EPSILON,K,4,SKU-K-4,12,100,0,15764
EPSILON,L,2,SKU-L-2,12,100,0,2389
EPSILON,L,3,SKU-L-3,13,100,0,16083
EPSILON,L,4,SKU-L-4,13,100,0,30732
EPSILON,M,2,SKU-M-2,13,100,0,1752
EPSILON,N,2,SKU-N-2,14,100,0,796
EPSILON,N,3,SKU-N-3,16,100,0,9873
EPSILON,N,4,SKU-N-4,16,100,0,10669
EPSILON,O,2,SKU-O-2,14,100,0,11146
EPSILON,O,3,SKU-O-3,14,100,0,4299
EPSILON,O,4,SKU-O-4,14,100,0,15764
EPSILON,Q,2,SKU-Q-2,14,100,0,1911
EPSILON,Q,3,SKU-Q-3,14,100,0,7325
EPSILON,Q,4,SKU-Q-4,14,100,0,7484
EPSILON,R,4,SKU-R-4,15,100,0,6529
EPSILON,S,2,SKU-S-2,15,100,0,2389
EPSILON,S,3,SKU-S-3,16,100,0,7803
EPSILON,S,4,SKU-S-4,16,100,0,21338
EPSILON,T,3,SKU-T-3,17,100,0,5414
EPSILON,T,4,SKU-T-4,17,100,0,4936
EPSILON,U,3,SKU-U-3,17,100,0,15127
EPSILON,U,4,SKU-U-4,18,100,0,8917
EPSILON,V,4,SKU-V-4,18,100,0,2548
EPSILON,W,4,SKU-W-4,21,100,0,42038
ALPHA,A,2,SKU-A-2,1,101,1401,3025
ALPHA,A,3,SKU-A-3,1,101,4554,3503
ALPHA,A,4,SKU-A-4,1,101,14729,1592
ALPHA,B,3,SKU-B-3,1,101,6975,1115
ALPHA,B,4,SKU-B-4,2,101,27739,3185
ALPHA,C,2,SKU-C-2,4,101,1099,478
ALPHA,C,3,SKU-C-3,4,101,10955,1911
ALPHA,C,4,SKU-C-4,4,101,23885,3344
ALPHA,D,4,SKU-D-4,5,101,1417,478
ALPHA,E,3,SKU-E-3,7,101,430,159
ALPHA,F,3,SKU-F-3,7,101,6943,4140
ALPHA,F,4,SKU-F-4,8,101,10908,3344
ALPHA,H,2,SKU-H-2,9,101,621,637
ALPHA,H,4,SKU-H-4,10,101,2898,1433
ALPHA,I,2,SKU-I-2,10,101,159,159
ALPHA,I,3,SKU-I-3,14,101,605,318
ALPHA,K,3,SKU-K-3,12,101,13025,7006
ALPHA,K,4,SKU-K-4,12,101,3089,2070
ALPHA,L,3,SKU-L-3,13,101,621,1115
ALPHA,L,4,SKU-L-4,13,101,1624,637
ALPHA,O,3,SKU-O-3,14,101,7213,318
ALPHA,O,4,SKU-O-4,14,101,0,637
ALPHA,S,4,SKU-S-4,16,101,1146,318
ALPHA,T,3,SKU-T-3,17,101,32,1274
ALPHA,U,4,SKU-U-4,18,101,717,478
BETA,A,4,SKU-A-4,1,101,2516,796
BETA,B,2,SKU-B-2,1,101,64,318
BETA,B,3,SKU-B-3,1,101,223,159
BETA,C,4,SKU-C-4,4,101,3439,1592
BETA,D,4,SKU-D-4,5,101,64,318
BETA,E,3,SKU-E-3,7,101,366,159
BETA,E,4,SKU-E-4,7,101,32,478
BETA,F,3,SKU-F-3,7,101,303,318
BETA,F,4,SKU-F-4,8,101,669,318
BETA,G,3,SKU-G-3,11,101,175,159
BETA,G,4,SKU-G-4,10,101,1656,955
BETA,H,3,SKU-H-3,10,101,80,159
BETA,H,4,SKU-H-4,10,101,80,159
BETA,I,4,SKU-I-4,14,101,732,637
BETA,K,3,SKU-K-3,12,101,1624,318
BETA,K,4,SKU-K-4,12,101,685,159
BETA,L,4,SKU-L-4,13,101,64,159
BETA,N,4,SKU-N-4,16,101,239,478
BETA,O,4,SKU-O-4,14,101,96,318
BETA,Q,3,SKU-Q-3,14,101,48,159
BETA,Q,4,SKU-Q-4,14,101,32,318
BETA,T,3,SKU-T-3,17,101,16,159
BETA,U,3,SKU-U-3,17,101,271,159
BETA,U,4,SKU-U-4,18,101,191,159
GAMMA,A,2,SKU-A-2,1,101,32,159
GAMMA,A,3,SKU-A-3,1,101,28965,23885
GAMMA,A,4,SKU-A-4,1,101,7261,3822
GAMMA,B,2,SKU-B-2,1,101,3471,796
GAMMA,B,3,SKU-B-3,1,101,72006,37580
GAMMA,B,4,SKU-B-4,2,101,8583,3503
GAMMA,C,2,SKU-C-2,4,101,9522,3503
GAMMA,C,3,SKU-C-3,4,101,107006,29459
GAMMA,C,4,SKU-C-4,4,101,28312,26592
GAMMA,D,4,SKU-D-4,5,101,5669,1433
GAMMA,E,3,SKU-E-3,7,101,1959,1115
GAMMA,E,4,SKU-E-4,7,101,239,318
GAMMA,F,2,SKU-F-2,7,101,366,1911
GAMMA,F,3,SKU-F-3,7,101,62516,13057
GAMMA,F,4,SKU-F-4,8,101,20764,6529
GAMMA,G,3,SKU-G-3,11,101,7166,1274
GAMMA,G,4,SKU-G-4,10,101,4363,955
GAMMA,H,3,SKU-H-3,10,101,29108,12261
GAMMA,H,4,SKU-H-4,10,101,14936,7803
GAMMA,I,3,SKU-I-3,14,101,2213,478
GAMMA,I,4,SKU-I-4,14,101,5064,3503
GAMMA,J,4,SKU-J-4,12,101,207,637
GAMMA,K,2,SKU-K-2,11,101,732,478
GAMMA,K,3,SKU-K-3,12,101,38694,8121
GAMMA,K,4,SKU-K-4,12,101,13280,8599
GAMMA,L,3,SKU-L-3,13,101,10000,2229
GAMMA,L,4,SKU-L-4,13,101,5669,1274
